1919/8/2,"Caproni Ca.48 crashes at Verona","","","",45.396388888888886,10.888055555555555,""
1922/4/7,"first mid-air collision of airliners","","","",49.63333333333333,1.9469444444444444,""
1923/5/14,"Air Union Farman F.60 Goliath crashes","","","",0,0,""
1923/8/27,"Air Union Farman F.60 Goliath crashes","","","",51.27111111111111,0.4280555555555556,""
1924/12/24,"Imperial Airways de Havilland DH.34 crashes","","","",51.346944444444446,-0.10583333333333333,""
1926/8/18,"Air Union Blériot 155 crashes","","","",51.05833333333333,0.9544444444444444,""
1926/10/2,"Air Union Blériot 155 catches fire in mid-air and crashes","","","",51.217222222222226,0.19694444444444442,""
1927/8/22,"KLM Fokker F. VIII crashes","","","",51.2525,0.21666666666666667,""
1928/7/13,"Imperial Airways Vickers Vulcan crashes","","","",51.33222222222223,-0.11805555555555555,""
1929/6/17,"Imperial Airways Handley Page W.10 ditches","","","",50.75,1.1166666666666667,""
1929/11/6,"Junkers G 31 crashes","","","",51.248333333333335,-0.06861111111111111,""
1930/2/10,"Air Union Farman F.63 Goliath crashes","","","",undefined,undefined,""
1931/3/21,"Southern Cloud","","","",undefined,undefined,""
1931/3/31,"TWA Flight 599","","","",38.23583333333333,-96.58666666666666,""
1933/3/28,"1933 Imperial Airways Dixmude crash","","","",0,0,""
1933/10/10,"United Airlines crash near Chesterton","","","",41.57,-86.98833333333333,""
1933/12/30,"1933 Imperial Airways Ruysselede crash","","","",0,0,""
1934/5/9,"Air France Wibault 282T crashes","","","",50.78194444444444,1.145,""
1934/7/27,"crashes","","","",0,0,""
1934/10/2,"Hillman's Airways de Havilland Dragon Rapide crashes","","","",51.026944444444446,1.2300000000000002,""
1935/10/7,"United Airlines Trip 4","","","",0,0,""
1935/12/10,"SABENA Savoia-Marchetti S.73 crashes","","","",0,0,""
1936/1/14,"American Airlines Flight 1","","","",0,0,""
1936/4/7,"TWA Flight 1","","","",39.786944444444444,-79.69472222222223,""
1936/6/16,"Havørn Accident","","","",61.15694444444444,5.16388888888889,""
1936/8/5,"Chicago and Southern Flight 4","","","",0,0,""
1936/12/9,"KLM Douglas DC-2 crashes","","","",51.34583333333334,-0.1225,""
